Position,Company,Location
Senior Data Engineer (0809),Techcombank (TCB),Ho Chi Minh City Metropolitan Area
Cost Officer,Marriott,"Phú Quoc, Vietnam"
Technical Data Steward,Fetch Technology,"Hanoi, Hanoi, Vietnam"
"Senior Business Intelligence Analyst (Bangkok based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Data Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Quality Control Engineer (Software testing),REE Corporation,"Ho Chi Minh City, Vietnam"
"Accounting Intern, GBS",ADM,Ho Chi Minh City Metropolitan Area
Finance Operations & Analytics Manager (Bangkok Based),Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Analytics Specialist - Digital Banking - Credit Cards,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Growth Manager, Financial Services",MoMo (M_Service),"Ho Chi Minh City, Vietnam"
Research Manager,Buzzmetrics,"Ho Chi Minh City, Vietnam"
"ML Data Engineer, Annotation, visualization",Axon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Growth Manager, Financial Services",MoMo (M_Service),"Ho Chi Minh City, Vietnam"
Research Manager,Buzzmetrics,"Ho Chi Minh City, Vietnam"
"ML Data Engineer, Annotation, visualization",Axon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Business Intelligence Developer, Product Team (Bangkok based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Monetization Intern,Store,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Engineer,Công Ty Cổ Phần Giải Pháp Phần Mềm Tài Chính (FSS),"Hanoi, Hanoi, Vietnam"
"Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Head of Digital - New Tech Platform,Michael Page,"An Giang, Vietnam"
Strategic Lead - Leading Digitech Company,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Ads Monetization (Junior),EZ Games,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
TikTok E-commerce - Seller Risk Management and Programmes Analyst,TikTok,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
WMS Specialist (Vung Tau),HEINEKEN Vietnam,"Ho Chi Minh City, Vietnam"
Intern,Core Laboratories,"My Tho, Vietnam"
"Senior Data Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Automation Tester,Havas Group - Ekino Vietnam,"Phường 11, Ho Chi Minh City, Vietnam"
Database Developer,DXC Technology Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Vietnam - Digital Growth Associate,Insider.,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Assistant Manager, Bancassurance Compensation",FWD Insurance,"Ho Chi Minh City, Vietnam"
"Senior Business Analyst (Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Owner,Reviewty,"Hanoi, Hanoi, Vietnam"
Accounting Intern (Remote Internship - Accountant),Brainnest,"Hanoi, Hanoi, Vietnam"
Data Engineer,Softline Group,"Hanoi, Hanoi, Vietnam"
Investment Principal,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Analyst (SOAP) (Bangkok-based role, Relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Strategic Planner,The Parentinc,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Chuyên Viên Nghiên Cứu Thị Trường (Market Research Analyst),Gleads,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Consultant | Technology Transformation | HCMC & Hanoi Office,EY,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"SENIOR GAS TRADING ANALYST – Dubai, UAE",Cobblestone Energy,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Head of Finance System Management,Confidential Jobs,"Hanoi, Hanoi, Vietnam"
Strategic Planning Director,Công Ty Cổ Phần Pmax,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Consultant | Technology Consulting (Change Management) | HCMC & Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Assistant Operation Innovation Manager,Samsung Electronics Southeast Asia & Oceania,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[HN/HCM] Data Engineer,Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Staff FSO IFRS 9 Team _ Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Business Development Intern,Homenay,"Ho Chi Minh City, Vietnam"
Senior Python Engineer,JAC Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Counsel and Data Privacy Officer,L'Oréal,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Head of Product Design,Global Shunter,"Ho Chi Minh City, Vietnam"
Associate Research Manager (Qualitative),Insights by Kantar,"Ho Chi Minh City, Vietnam"
Senior Technology Risk _ Hanoi Office,EY,"Quân Phuong Ha Trai, Vietnam"
Social Insight and Account Specialist / Researcher,Kompa,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Representative,Toon Boom Animation,"Ho Chi Minh City, Vietnam"
"FINANCIAL CONTROLLER - Dubai, UAE",Cobblestone Energy,"Hanoi, Hanoi, Vietnam"
Senior Business Analyst,Softline International,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Master Data (Hệ Thống DMS),CMC Saigon Technology and Solution,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Accountant,EDC (Education Development Center),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Python Developer (Hybrid Working),freeC Asia,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operation Coordinator,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Big Data Engineer,Fetch Technology,"Hanoi, Hanoi, Vietnam"
Merchandising Manager (Ho Chi Minh/ Hanoi),lululemon,"Ho Chi Minh City, Vietnam"
Growth Marketing Manager,CMC Global Company Limited.,Hanoi Capital Region
Corporate Strategy Specialist,Amanotes,"Ho Chi Minh City, Vietnam"
Senior IT Project Manager,Manulife,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Creator Strategy,TikTok,"Ho Chi Minh City, Vietnam"
[HCM] Big Data Engineer - All Level,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Strategy Principal Consultant,Black & Veatch,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Nhân Viên Data,Vega Corporation,"Hanoi, Hanoi, Vietnam"
"Analyst or Senior Analyst- Customer Experience Group(Bangkok Based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Big Data Engineer (Spark/ Hadoop/ Scala),Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Specialist,ByteDance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[HN] Data Engineer,"Gimasys Co., Ltd","Hanoi, Hanoi, Vietnam"
Assistant Workforce Management Manager - Operations,Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Lead Anti-Fraud Specialist - Risk Management, Shopee Xpress Vietnam",Shopee,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Analyst,Core Laboratories,"My Tho, Vietnam"
Backend Engineer,Galaxy FinX,Ho Chi Minh City Metropolitan Area
Project Manager,WorldQuant,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Manager,JobHopin,"Ho Chi Minh City, Vietnam"
Senior Technical Business Analyst (Product),Temenos,"My Tho, Vietnam"
Backend Developer (Prefer Python),Fetch Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Account Executive,Chin Media,"Ho Chi Minh City, Vietnam"
Strategic Planner,Redcarpet Agency,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Account Manager – North,Siemens,Hanoi Capital Region
Software Tester,Seadev,Da Nang Metropolitan Area
Management Information System Team Lead,Tasco Jsc.,"Hanoi, Hanoi, Vietnam"
Business Operations Manager,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
