Position,Company,Location
Senior Dotnet Developer,CAPENSIS TECH JSC,"Ho Chi Minh City, Vietnam"
"Software Engineer, Tech Lead",GeoGuard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
".NET Software Engineer (Mid-Level), KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Officer, Software Engineering (40001157)",Techcombank (TCB),Ho Chi Minh City Metropolitan Area
Software Engineer (Reliability),Fetch Technology,"Hanoi, Hanoi, Vietnam"
Senior Software Engineer,Kofax,"Hanoi, Hanoi, Vietnam"
Senior Software Engineer - Growth,Showwcase,Vietnam
"[HCM] Frontend Engineer (JavaScript, ReactJS)",Got It AI,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
.Net Engineer (Middle/ Senior),NashTech,"Hanoi, Hanoi, Vietnam"
Engineering Manager,Skedulo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Fullstack Java,JAC Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer,Kofax,"Hanoi, Hanoi, Vietnam"
"Senior Backend Engineer, .NET",CODE LEAP AG,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer,Kofax,"Hanoi, Hanoi, Vietnam"
JavaScript Lead (React),Confidential,"Ho Chi Minh City, Vietnam"
Senior Backend Software Engineer II,Axon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Java Software Architect, KMS Healthcare",KMS Healthcare,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer - MDIS,OPSWAT,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
NET Developer - All Levels,TPS Software,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Business Analyst (Database, Agile)",Golden Gate Restaurant Group,Hanoi Capital Region
QC Automation Engineer,Geniebook,"Ho Chi Minh City, Vietnam"
"Software Engineer, Tech Lead",GeoComply,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer,Kofax,"Hanoi, Hanoi, Vietnam"
Middle/ Senior .Net Developer,Vinova Pte. Ltd.,"Đà Nang, Da Nang City, Vietnam"
Senior Fullstack Developer,GeoGuard,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Sr. Software Developer,Foxillas,Vietnam
Javascript (NodeJS) Developer,DXC Technology Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Fullstack Java Developer,One Arrow Consulting Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
(eBenefits & Fintech) Intermediate / Senior FullStack Developer,Employment Hero,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT system engineer,JAC Group,Vietnam
Middle/Senior Full stack Developer,Fetch Technology,"Hanoi, Hanoi, Vietnam"
DELIST IS HIRNG JUNIOR FULL-STACK DEVELOPER,"Delist Vietnam Jsc.,","Hanoi, Hanoi, Vietnam"
Automation Test Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Software Engineer (Java, JavaScript)",Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Frontend Developer - ReactJS,Accubits Technologies Inc,Vietnam
Lập trình viên Web,Công ty Cổ phần Ứng dụng Việt,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
".NET Software Engineer, KMS Solutions",KMS Solutions,"Hanoi, Hanoi, Vietnam"
"FRONTEND BRIDGE SOFTWARE ENGINEER (BRSE /to $4,000)",JAC Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Senior Officer, Software Engineering",Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
Senior Software Engineer (Java / Ruby),GOGOX,"Tân Bình, Ho Chi Minh City, Vietnam"
Senior Software Engineer - New Biotech Startup from US,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Development Engineer in Test,Xendit,"Hanoi, Hanoi, Vietnam"
Software Development Engineer in Test,Xendit,"Hanoi, Hanoi, Vietnam"
[Remote/Hybrid] Front-end Engineers,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Software Engineer, Customer Success",WordPress VIP,Da Nang Metropolitan Area
Dotnet Developer,Citigo,"Hanoi, Hanoi, Vietnam"
Fullstack dotNet Developer,InnomizeTech,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software QC/Tester,Công Ty Tnhh Mtv Viễn Thông Phương Nam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Unity Developer (Office in Hanoi, Ho Chi Minh, Da nang)",Mirai Labs,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full stack developer (Python and Angular),Fetch Technology,"Hanoi, Hanoi, Vietnam"
"Software Engineer, Customer Success",WordPress VIP,"Ho Chi Minh City, Vietnam"
Information Technology Help Desk,Mantu,"Ho Chi Minh City, Vietnam"
"Software Engineer, Customer Success",Automattic,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Quality Assurance Engineer - Manual, Rise Team",Inspectorio,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Engineer,MFast,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Software Engineer in DevOps team (ALL LEVEL) (Bangkok based, relocation provided)",Agoda,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer (NodeJS),EPAM Systems,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[Glints Recommended] Software Architect,Fossil Việt Nam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer in QA,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Mobile Backend Developer,IZIon24,"Ho Chi Minh City, Vietnam"
"Senior Software Engineer - Angular, SIGHT Team",Inspectorio,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Fullstack .NET Engineer - 1-month joining bonus,Orient Software Development Corp.,"Ho Chi Minh City, Vietnam"
"Vice President, Technology",Aloha Consulting Group,Ho Chi Minh City Metropolitan Area
"Senior Officer, Software Engineering (40001157)",Techcombank (TCB),"Hanoi, Hanoi, Vietnam"
ReactJS Engineer (All Level),Haravan,"District 12, Ho Chi Minh City, Vietnam"
Senior Java Software Engineer,Quincus,"Ho Chi Minh City, Vietnam"
Engineering Manager (Fullstack),Employment Hero,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
