Position,Company,Location
International Delivery Director_Global Service Corp,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Talent Acquisition Specialist,Xebia,Vietnam
Frontend Developer,MISA SOFTWARE,Hanoi Capital Region
SCM / ERP Solution Consultant,Công Ty Cổ Phần Công Nghệ Atalink,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer,GOSH,Vietnam
Java Developer,Faropay,"Ho Chi Minh City, Vietnam"
Software Engineer in Test,Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SENIOR MARKETING EXECUTIVE (OPEN TO LEAD/MANAGER LEVEL),SmartDev,"Đà Nang, Da Nang City, Vietnam"
SENIOR MARKETING EXECUTIVE (OPEN TO LEAD/MANAGER LEVEL),SmartDev,"Đà Nang, Da Nang City, Vietnam"
Data Management & Analytics Manager/Sr. Manager,ABeam Consulting Vietnam,"Ho Chi Minh City, Vietnam"
Application Administrator,Swiss Post Solutions,"Ho Chi Minh City, Vietnam"
CAE Application (Remoted work),Công Ty Cổ Phần Tuyển Dụng Nhân Tài,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Backend Developer (PHP/ Java/ Golang),OpenCommerce Group,"Hanoi, Hanoi, Vietnam"
Back End Engineer,Trusting Social,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Engineer,Fetch Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT sales,Okulus Digital,Ho Chi Minh City Metropolitan Area
Lead Frontend Developer,MealSuite,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Business Analyst (Agile/ English),TPS Software,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Analyst (Junior - Middle),JobHopin,"Ho Chi Minh City, Vietnam"
PR Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT Core System Support Officer,Shinhan Finance,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT Helpdesk Intern,EZ Games,"Ho Chi Minh City, Vietnam"
Supply Chain Director,Aloha Consulting Group,"Hanoi, Hanoi, Vietnam"
Backend Developer (Nodejs) (Based in HCMC),Amanotes,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Java Developer,Simpson Strong-Tie Viet Nam,"Ho Chi Minh City, Vietnam"
Full-Stack Developers,The Assembly Place,Vietnam
Event Manager,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer (Reliability),Fetch Technology,Da Nang Metropolitan Area
Automation Tester (Junior/Senior),Be Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Application Analyst (Factory Process),Techtronic Industries Vietnam,"Binh Duong, Vietnam"
FRESHER JAVASCRIPT SERVICENOW SOFTWARE ENGINEER,DXC Technology,"Ho Chi Minh City, Vietnam"
[Glints Recommended] Software Architect,Fossil Việt Nam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Intern/Junior Frontend Developer (Remote Frontend Development Internship),Brainnest,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Engineering Manager,GeoComply,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Back-end Web Developer,Paradox,"Đà Nang, Da Nang City, Vietnam"
Video Editor,Vietcetera Media,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Scientist,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
CEO - Well-funded Digital Bank,Michael Page,"Hanoi, Hanoi, Vietnam"
Java Software Engineer,SETA International,"Hanoi, Hanoi, Vietnam"
"Data Engineer (ETL, analytics), KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Data Scientist (Computer Vision),Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT Help Desk Intern,Công ty Cổ phần EZ Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
DevOps Engineer,Geniebook,"Ho Chi Minh City, Vietnam"
Nodejs Developer,Kyanon Digital,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full-stack Developer,"Playground., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
HR Admin Assistant,Havas Group - Ekino Vietnam,"Phường 11, Ho Chi Minh City, Vietnam"
Automation QA Engineer,GeoComply,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Java Software Engineer, KMS Solutions",KMS Solutions,"Hanoi, Hanoi, Vietnam"
Java Software Engineer,Viettel Digital,"Hanoi, Hanoi, Vietnam"
Senior Frontend Developer,Skedulo,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Thực tập sinh Sale,Savvycom - Software Product Development,"Hanoi, Hanoi, Vietnam"
Firmware Engineer,Corsair,"Hanoi, Hanoi, Vietnam"
[HCM] Backend Engineer (Python),Got It AI,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Manager/ Sales Manager (IT Outsourcing Service),SmartDev,Vietnam
[Remote] Software Engineer (Mid/Senior),Wetaus,"Hanoi, Hanoi, Vietnam"
"Product Owner, Media",Zalo,"Ho Chi Minh City, Vietnam"
ReactJS Engineer (All Level),Haravan,"District 12, Ho Chi Minh City, Vietnam"
Middle Quality Assurance (Crypto project),Fetch Technology,"Hanoi, Hanoi, Vietnam"
[Metaverse] Young Talent Software Engineer/Competitive Pay,Autonomous Inc,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Technical Lead,airasia Super App,"Cầu Giấy, Hanoi, Vietnam"
Chuyên Viên IT Helpdesk,Công ty Cổ phần Tập đoàn Công nghệ Unicloud (Unicloud Group),"Hanoi, Hanoi, Vietnam"
Solution Architect,PowerGate Group,"Hanoi, Hanoi, Vietnam"
Frontend Developer,Hitachi Vantara,Ho Chi Minh City Metropolitan Area
Special Project Manager (Strategy),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Back-end Web Developer,Paradox,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Quality Control,HRA Group,Ho Chi Minh City Metropolitan Area
Senior Business Analyst,Công Ty Cổ Phần Công Nghệ Atalink,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full-stack Engineer (.NET),PropertyGuru Vietnam,"Ho Chi Minh City, Vietnam"
".NET Software Engineer, KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Supply Chain Leader,Sealed Air Corporation,"Hanoi, Hanoi, Vietnam"
IT and Cloud Operations Support,AdStart Media,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
IT Supervisor,Sunluxe,"Nhơn Trạch District, Dong Nai, Vietnam"
Frontend Developers,"SHOPSTACK VN CO., LTD","Hanoi, Hanoi, Vietnam"
Engineering Director,"Money Forward Vietnam Co., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
JUNIOR CREATIVE ART DIRECTOR,WEALLNET,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Software Engineer,Liberty Insurance Pte Ltd.,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
ACCOUNTANT,PLF LAW FIRM,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full Stack Engineer,Picket Homes,"Hanoi, Hanoi, Vietnam"
Business Development Executive,CMC Saigon Technology & Solution (CMC TSSG),"District 7, Ho Chi Minh City, Vietnam"
HR Admin Assistant,Ekino Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[Remote] Back-end Engineer - Supply Chain Software Start-up,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Engineering Manager,Got It AI,"Hanoi, Hanoi, Vietnam"
General Accountant | Finance,Colliers,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Deputy Head of Operation,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
[HO] Video Content Developer,ILA Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Training Coordinator,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Area Sales Manager - MT,DKSH,"Ho Chi Minh City, Vietnam"
PHP Developer,"BAP IT Co., JSC","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full-Stack JavaScript Engineer,Fairmart,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Engineering Director - Silicon Valley AI Company,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Full-Stack JavaScript Engineer,Fairmart,"Hanoi, Hanoi, Vietnam"
".NET Software Engineer (Mid-Level), KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Quality Control Manager,EMPLOYMENT VIETNAM,"Ho Chi Minh City, Vietnam"
Office Admin Assistant,Ekino Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Technical Implementation Engineer,OpenWay,Ho Chi Minh City Metropolitan Area
Automation QA Engineer/Senior QA Engineer (Hybrid),Infina,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer,CMC Global Company Limited.,"Hanoi, Hanoi, Vietnam"
Senior Software Engineer,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
.NET Engineer,Haravan,"District 12, Ho Chi Minh City, Vietnam"
Technical Solution Engineer,OpenWay,"Quân Phuong Ha Trai, Vietnam"
Project Manager,Golden Gate Restaurant Group,Hanoi Capital Region
Lead Data Scientist,Inspectorio,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Support Backend Engineer,Fetch Technology,"Hanoi, Hanoi, Vietnam"
Full-stack Test Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Lecturers for Software Development Program,Broward Vietnam,"Ho Chi Minh City, Vietnam"
Operation Executive (Set up),Ninja Van,"Hanoi, Hanoi, Vietnam"
Full Stack Web Developer,GreenYellow Asia,"Ho Chi Minh City, Vietnam"
ART DIRECTOR,Mekong One,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Technical Writer,Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
DotNET Developer,Unit,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Project Development Director,PERSOLKELLY Vietnam,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operation Executive (Training),Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
BUSINESS ANALYST,Công ty Cổ phần Công nghệ ISOFH,"Hanoi, Hanoi, Vietnam"
Staff Software Engineer,GeoComply,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Sales Account Manager, Hanoi",Rockwell Automation,"Hanoi, Hanoi, Vietnam"
"Technical Writer, Kobiton",Kobiton,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Back-End Engineer,"Playground., Ltd","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
"Java Software Engineer (Middle level), KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
QA Engineer/Senior QA Engineer (Hybrid),Infina,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Database Engineer,Paradox,"Đà Nang, Da Nang City, Vietnam"
JavaScript/React Engineer,Picket Homes,Vietnam
Lead Generation Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Back End Developer,Công ty Cổ phần Ứng dụng Việt,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Intelligence Analyst,Advesa Digital Solutions,"Hanoi, Hanoi, Vietnam"
Product Support Backend Engineer,Fetch Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Logistics Operations Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
NET Developer [Senior/Middle],Condodo Technology,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
QC manual Mid level,DXC Technology,"Ho Chi Minh City, Vietnam"
Web Project Manager,Havas Group,"Ho Chi Minh City, Vietnam"
Talent Acquisition Specialist,RFOX,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Compliance & Product Safety (Director / Manager ),Robert Walters,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
ERP SOFTWAR ENGINEER (PYTHON/ODOO/LINUX),Công Ty Cổ Phần Hhd Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operations Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
BUSINESS DEVELOPMENT LEADER,Golden Owl,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Monitoring & Evaluation / Developmental Evaluation Officer,EDC (Education Development Center),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Presales Engineer,TPIsoftware,Ho Chi Minh City Metropolitan Area
Software Engineer,"SATO Vietnam Solutions Co., Ltd.","Hanoi, Hanoi, Vietnam"
Frontend Developer,"SOTATEK., JSC","Da Nang City, Vietnam"
Software Engineer Frontend (Java/React),Michael Page,"Hanoi, Hanoi, Vietnam"
Backend Engineer - Top global consulting company,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Analyst/ Digital Project Assistant,Medici Vietnam,"Hanoi, Hanoi, Vietnam"
Test Automation Engineer,Quincus,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Development Manager,Röhlig Logistics,Ho Chi Minh City Metropolitan Area
Solution Architect,PowerGate Group,"Hanoi, Hanoi, Vietnam"
Software Engineer,Xendit,"Hanoi, Hanoi, Vietnam"
Engineering Manager,PropertyGuru Vietnam,"Hanoi, Hanoi, Vietnam"
Fullstack Developer - RFOX Valt,RFOX,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Partnership Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Product Marketing Specialist,Otrafy,"Ho Chi Minh City, Vietnam"
DigitalBCG | Project Leader - Digital Banking Product Owner,Boston Consulting Group (BCG),"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Developers (.Net and React),Employment Hero,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Back End Engineer,Trusting Social Career Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
QA Engineer (Manual),JAC Group,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Operation Manager,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Learning and Development Specialist (L&D),Gear Inc.,"Hanoi, Hanoi, Vietnam"
Junior Customer Success,Otrafy,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Senior Deployment Engineer,Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Business Operations Manager,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Chief Business Officer - Well-funded Content Platform,Michael Page,"An Giang, Vietnam"
ELECTRICAL PROJECT ENGINEER,TalenCloud Consultancy,"Cam My, Dong Nai, Vietnam"
Spring Boot Developer,Snaphyre,Vietnam
Solution Expert (Business Analyst),Havas Group,"Ho Chi Minh City, Vietnam"
Web Developer (Ref#028),Adilstone Group,"Hanoi, Hanoi, Vietnam"
Talent Acquisition Intern,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Lập trình viên Web,Công ty Cổ phần Ứng dụng Việt,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Operational Excellence Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
R&D Engineer,Samsung Electronics HCMC CE Complex,Ho Chi Minh City Metropolitan Area
Bridge Software Engineer (onsite at Shimane),Bravesoft Vietnam,"Long Xuyên, Vietnam"
Customer Success (Open in Hanoi/Ho Chi Minh),Rakuna,"Hanoi, Hanoi, Vietnam"
Project Management Executive,Ninja Van,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
SENIOR IT ENGINEER,"Evoss Global, Inc.","Cam My, Dong Nai, Vietnam"
Finance Accounting Officer,PERSOLKELLY,Hanoi Capital Region
Senior Business Analyst,Katalon,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer (Java),V-Key - Stronger with V-OS,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Information Designer,Verticurl (A WPP Company),"Ho Chi Minh City, Vietnam"
Quality Assurance Executive,Ninja Van,"Hanoi, Hanoi, Vietnam"
Backend Engineer (Java),NAVER VIETNAM,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Engineer (Frontend Reactjs) - Global Biotech company,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Pricing Analyst,Liberty Mutual Insurance,"Hanoi, Hanoi, Vietnam"
Content Designer (Fresher Only),OOOLAB,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Creative Designer,Synagie,"Quận 4, Ho Chi Minh City, Vietnam"
"Automation Test Engineer (QA/QC/Tester), KMS Solutions",KMS Solutions,"Ho Chi Minh City, Ho Chi Minh City, Vietnam"
Software Developer Lead,Liberty Insurance Pte Ltd.,"Hanoi, Hanoi, Vietnam"
